Y_tot/200, Z_tot/Z_CN, A_tot/(A_CN-nu_bar), min( abs(Y(Z)/Y(Z_CN-Z) - 1) ), avg( abs(Y(Z)/Y(Z_CN-Z) ) ) 
1.0000203782848502, 1.0000030363342607, 1.0005520523326346, 0.0, nan
1.0000022890001328, 1.00000286728252, 1.0001546434300788, 0.0, nan
1.0000221063057964, 1.00001194204172, 0.9998133917841776, 0.0, nan
0.9999424386128805, 0.9999913952430409, 0.9998438731887714, 0.0, nan
1.0000052426531705, 1.0000037229186016, 1.0002657333164235, 0.0, nan
1.0000064875671315, 1.0000066904268603, 0.9997794129387042, 0.0, nan
1.0000151561086512, 1.0000020707922153, 1.0000465049280205, 0.0, nan
1.0000183645177187, 1.0000117774811295, 1.0000052450253074, 0.0, nan
1.0000388829781375, 1.000012474176518, 0.999792225349682, 0.0, nan
1.000012598483989, 1.0000025867359426, 1.0001769110589722, 0.0, nan
1.00000156229843, 1.0000023906400062, 0.9999237993413994, 0.0, nan
1.0000271509532852, 1.0000032770794223, 1.0002307602860356, 0.0, nan
1.0000386690447451, 1.0000147769920127, 1.000094125023573, 0.0, nan
0.9999955741129096, 1.0000038327965535, 0.9999127768246252, 0.0, nan
1.0000198986197117, 1.0000041049691175, 0.9999453105219773, 0.0, nan
0.999989556559266, 1.000002596102764, 0.9997929397378895, 0.0, nan
1.0000111108603276, 1.0000028019604923, 0.9997239989028512, 0.0, nan
1.0000080900579755, 1.0000026576089596, 1.0000980839355718, 0.0, nan
1.0000151322055157, 1.0000022370316655, 0.999682945062632, 0.0, nan
1.0000103439203614, 1.0000020098451008, 1.0002075849083927, 0.0, nan
0.9999824856913275, 0.9999974707920831, 1.000293441477411, 0.0, nan
1.0000140029766245, 1.0000033908876764, 1.000237072911411, 0.0, nan
0.9999975306230209, 1.0000041640674624, 1.0002536580523165, 0.0, nan
0.9999958900919128, 1.0000031589918414, 0.9998530064411238, 0.0, nan
1.0000083149695238, 1.000007517151183, 1.0002360058765658, 0.0, nan
1.0000263574347086, 1.0000093838936797, 0.9999202087935891, 0.0, nan
1.0000063014715577, 1.0000068175369519, 0.9999746677120535, 0.0, nan
1.0000212466676945, 1.0000033688956191, 1.0003100703920598, 0.0, nan
1.0000137921644079, 1.0000031632990949, 1.0000829246345715, 0.0, nan
1.000017114438591, 1.0000030736691476, 0.999739993088533, 0.0, nan
1.0000060442706962, 1.0000066551609856, 0.999974963584187, 0.0, nan
1.0000155998478286, 1.0000023766139714, 1.0004969039456169, 0.0, nan
1.000013423741361, 1.0000084237069347, 1.0000068283215635, 0.0, nan
1.000006358100788, 1.0000030151097565, 1.0004758117135055, 0.0, nan
1.0000147044136398, 1.0000051591765822, 0.9999210016807797, 0.0, nan
0.9999997361088208, 1.0000029590717046, 1.0000739451927503, 0.0, nan
1.000030441673746, 1.0000028994540595, 1.0003659400559228, 0.0, nan
1.000011168514391, 1.0000021076915466, 0.9998364747268592, 0.0, nan
0.9999950482355314, 1.0000027034051644, 1.000272662509836, 0.0, nan
1.0000058343740497, 1.0000026271596578, 0.9996115375461425, 0.0, nan
1.000025803414042, 1.000008960164685, 0.9996436705218434, 0.0, nan
0.9999589613674773, 0.9999937579955371, 0.9995181454648204, 0.0, nan
1.000007615584068, 1.0000033662684271, 1.0003330521285778, 0.0, nan
1.0000313132058496, 1.0000090934849164, 1.000053777220877, 0.0, nan
1.0000711343071338, 1.000019700055138, 0.9998346422155394, 0.0, nan
1.0000097579077476, 1.00000191143343, 1.000392283158265, 0.0, nan
1.0000432716745256, 1.0000147695928363, 1.0000231925741323, 0.0, nan
1.000002320718132, 1.0000037325864248, 1.0000376817405494, 0.0, nan
