Y_tot/200, Z_tot/Z_CN, A_tot/(A_CN-nu_bar), min( abs(Y(Z)/Y(Z_CN-Z) - 1) ), avg( abs(Y(Z)/Y(Z_CN-Z) ) ) 
1.0000745780518008, 1.0000035846335171, 1.0005785742821678, 0.0, 1.0844447310395906
1.000017412127425, 0.9999999688524815, 0.9999020413093552, 0.0, 1.0011649483507417
1.000023464066723, 0.9999999580225737, 1.0002018078073214, 0.0, 1.0138427706600504
1.0000256682922963, 0.9999999540664546, 1.0000334624695963, 0.0, 1.1227950987577677
1.0000101572307818, 0.9999999818630102, 1.000260575724376, 0.0, 1.0117929337172875
1.0000273267540178, 0.9999999510471063, 0.9997296556746678, 0.0, 1.0028875963658683
1.000128710867741, 1.0000080189183087, 1.0003256955976, 0.0, 1.1768581096476753
1.0001005245307248, 1.0000065073479258, 1.0007045346552539, 0.0, 1.2193223599770924
1.0001464032283334, 1.0000088411301589, 1.0005218497800923, 0.0, 1.1501342804599437
1.0000134424587759, 0.9999999759469592, 1.0000497554793857, 0.0, 1.133639647675676
1.0000240042478439, 0.9999999570411543, 0.9997279603398272, 0.0, 1.1935962332479115
1.0000919000959252, 1.0000048775819317, 1.0001761774455407, 0.0, 1.1899148678835825
1.000010876944864, 0.9999999805690759, 1.0003406807554696, 0.0, 0.9906571460424715
1.0000186635671713, 0.9999999666543271, 0.9998157734195503, 0.0, 1.033213405644333
1.0000204751925785, 0.9999999634273675, 0.999672744421853, 0.0, 1.102217055464205
1.0000050488917112, 0.9999999909891655, 0.9998928567419273, 0.0, 1.1180601818113245
1.0000787406209275, 1.0000047668508005, 0.9997445164167587, 0.0, 1.5826897651523484
1.0000069598102455, 0.9999999876082233, 0.9995213846733605, 0.0, 1.090150195548638
1.0000871739139725, 1.0000057537790634, 1.0001803875655835, 0.0, 1.1599236339731016
1.0000110025034914, 0.999999980347374, 0.9997778819067887, 0.0, 1.022847733600494
1.0000063522024367, 0.9999999886642204, 0.9999272326471513, 0.0, 1.045386039543367
1.0000165287765528, 0.9999999704321156, 1.0004022017099352, 0.0, 1.0107355169833416
1.0000219657324776, 0.9999999606996269, 0.999979340502875, 0.0, 1.0708447747471623
1.0001258144650438, 1.0000078137337227, 0.9999649496805624, 0.0, 1.3182636062431485
1.000130437855213, 1.0000078489333406, 1.0000572869024225, 0.0, 1.1536652051994414
1.0001402173363056, 1.0000087280605332, 1.000142508454912, 0.0, 1.1516242711975562
1.0000087387621386, 0.9999999843996332, 1.0000915548949703, 0.0, 1.0674303335130721
1.0000208314601098, 0.9999999627110371, 1.0000044831717578, 0.0, 1.3487587659938276
1.0001171597104361, 1.0000066707559911, 1.000236851561311, 0.0, 1.1028702229826803
1.000061118528985, 1.0000033703956228, 0.9998908423434022, 0.0, 1.1164411367542002
1.0000290205997981, 0.99999994799176, 0.9996293741747923, 0.0, 1.0215126477829
1.0000113135800281, 0.9999999797875293, 1.0001418781515343, 0.0, 1.073408959113346
1.0001215755713562, 1.0000075279176426, 0.9999386050862299, 0.0, 1.62448290842125
1.0000138845783093, 0.9999999751694872, 1.000056315573402, 0.0, 0.9844092819831015
1.000016525566382, 0.9999999704304564, 0.9997060299719237, 0.0, 1.0542861108653196
1.0000124449180374, 0.9999999777342593, 1.0002479618776805, 0.0, 0.9962914717203412
1.0000076363735968, 0.9999999863779446, 0.9997028624817887, 0.0, 1.0004886005291203
1.0000156024893996, 0.9999999720602438, 1.000035761445964, 0.0, 0.9931262564193261
1.000019923170532, 0.9999999643140866, 0.9997845058522064, 0.0, 0.9964630462382087
1.0000083908081125, 0.999999985009184, 0.9998816945902373, 0.0, 1.0923607143433514
1.0000150434184916, 0.9999999731052974, 0.9999019252595237, 0.0, 1.0313953114351113
1.0000788496094086, 1.0000043738377666, 0.9998871429337146, 0.0, 1.5497054016215634
1.0001165079131722, 1.000007558904551, 1.0002018099196228, 0.0, 1.1281657029034091
1.0000755885538235, 1.0000047067814286, 1.000595974984491, 0.0, 1.233593098880305
1.0000124753778636, 0.9999999776856546, 0.9997997648086502, 0.0, 1.0002884021477134
1.0000821732301803, 1.0000053330451677, 1.0000450462921506, 0.0, 1.2901527192776554
1.0001072085534566, 1.0000070010857425, 1.0004390972376274, 0.0, 1.7361109800768981
1.000014564705632, 0.9999999739208599, 0.9998437165972441, 0.0, 1.1195753511092594
1.0000201385633694, 0.9999999639236066, 1.00019078658263, 0.0, 1.016861812751242
1.000103794790004, 1.000006249503812, 0.9994856627777825, 0.0, 1.2713824127731974
1.0000091331077976, 0.9999999836961533, 0.9999250518623888, 0.0, 1.0371074865041214
1.00000951776341, 0.9999999829527679, 0.9997699249494715, 0.0, 0.9945866617393769
1.0001066195567898, 1.00000702537652, 0.9995154309948906, 0.0, 1.8849035433037127
1.0001139827656116, 1.0000071798491326, 1.0006241131965052, 0.0, 1.268562222891923
1.0001133922556857, 1.0000068886995033, 1.0005773049942879, 0.0, 1.2261839274199786
1.0000232469027777, 0.9999999584039047, 1.0002843323840127, 0.0, 1.072639824441598
1.000085810680706, 1.0000053233522002, 1.0002034935186928, 0.0, 1.524547621033788
1.0001242843070453, 1.0000078676883462, 0.9999433817006566, 0.0, 1.1614718916670999
1.0000889410717837, 1.000005381683347, 1.0002648026478382, 0.0, 1.201761454620919
1.0001123539729955, 1.0000065560355302, 0.9997762378961824, 0.0, 1.2293661195390382
1.0001141601568313, 1.0000069327900227, 1.0004985959409058, 0.0, 1.2746652843505948
1.0000067903021252, 0.9999999878660919, 0.9999567225719638, 0.0, 1.0764916439509937
