62, 0.16723, 0.56753, 0.24707, 0.01797, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0
63, 0.0, 0.57405, 0.42595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
64, 0.0, 0.55633, 0.44367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
65, 0.0, 0.53895, 0.46105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
66, 0.0, 0.53198, 0.46802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
67, 0.0, 0.49099, 0.50901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
68, 0.00097, 0.68857, 0.31044, 2e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
69, 0.0, 0.8001180011800118, 0.1998819988199882, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
70, 0.20425, 0.79575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
71, 0.0, 0.67588, 0.32412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
72, 0.0, 0.36063, 0.63937, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
73, 0.2747, 0.7253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
74, 0.0, 0.44527, 0.55473, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
75, 0.0, 0.47011, 0.52989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
76, 0.0, 0.34899, 0.65101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
77, 0.0, 0.43246, 0.56754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
78, 0.0, 0.43286, 0.56714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
79, 0.70813, 0.29187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
80, 0.0, 0.55529, 0.44471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
81, 0.019799999999999998, 0.8008099999999998, 0.17933999999999997, 4.999999999999999e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
82, 0.019799999999999998, 0.8008099999999998, 0.17933999999999997, 4.999999999999999e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
83, 1e-05, 0.68943, 0.31056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
84, 0.0, 0.32957, 0.67043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
85, 0.0, 0.43508, 0.56492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
86, 0.0, 0.39927, 0.60073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
87, 0.0, 0.19625, 0.80375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
88, 0.08351, 0.44633, 0.39352, 0.07382, 0.0028, 2e-05, 0.0, 0.0, 0.0, 0.0
89, 0.0, 0.29561, 0.70439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
90, 0.0, 0.56469, 0.43531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
91, 0.0, 0.21562, 0.78438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
92, 0.0, 0.24684, 0.75316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
93, 0.0, 0.30336, 0.69664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
94, 0.0, 0.09257, 0.90743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
95, 0.0, 0.17534, 0.82466, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
96, 0.0, 0.41012, 0.58988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
97, 0.22741000000000006, 0.4188300000000001, 0.24591000000000005, 0.08687000000000002, 0.018440000000000005, 0.0023500000000000005, 0.00018000000000000004, 1.0000000000000003e-05, 0.0, 0.0
98, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
99, 0.0, 0.31677, 0.68323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.17107, 0.82893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
101, 0.05316053160531605, 0.5505355053550535, 0.37826378263782634, 0.018000180001800016, 4.000040000400004e-05, 0.0, 0.0, 0.0, 0.0, 0.0
